,host_id,host_response_rate,host_listings_count,neighbourhood_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,number_of_reviews,number_of_reviews_ltm,calculated_host_listings_count,reviews_per_month,dist_from_center,property_type_clean,parking,price_log,price_RobustScaler,parking_num
67392,24004152,,1.0,Redbridge,E11 2AS,51.581379999999996,0.02628,House,Entire home/apt,3,1.0,2.0,2.0,75.0,0.0,30.0,1,0.0,1,1,1,0.23,12.755448182324816,House,0.0,4.31748811353631,-0.0851063829787234,0.0
67393,239987384,100.0,1.0,Hammersmith and Fulham,W6 8RH,51.49072,-0.21565,House,Entire home/apt,8,4.0,4.0,4.0,297.0,0.0,140.0,4,0.0,12,12,1,2.71,7.076123741975022,House,1.0,5.6937321388027,2.276595744680851,1.0
67421,58810341,100.0,1.0,Wandsworth,SW12 9QW,51.44637,-0.14992,House,Entire home/apt,5,1.5,3.0,2.0,158.0,0.0,35.0,1,0.0,5,5,1,1.85,7.391751912961816,House,1.0,5.062595033026967,0.7978723404255319,1.0
67424,5401821,100.0,1.0,Southwark,SE15,51.468959999999996,-0.06967999999999999,House,Entire home/apt,4,1.0,2.0,2.0,100.0,0.0,0.0,4,50.0,1,1,1,0.67,5.646523127288743,House,0.0,4.605170185988092,0.18085106382978725,0.0
67429,125149933,100.0,1.0,Southwark,SE22 9FD,51.458870000000005,-0.07141,House,Entire home/apt,6,1.0,2.0,3.0,99.0,0.0,50.0,1,0.0,1,1,1,0.24,6.522926705488743,House,1.0,4.59511985013459,0.1702127659574468,1.0
67432,16490987,100.0,13.0,Kensington and Chelsea,W8 6JW,51.49606,-0.19692,House,Entire home/apt,6,1.5,2.0,4.0,274.0,0.0,90.0,4,21.0,11,11,4,2.29,5.6644221352035675,House,0.0,5.6131281063880705,2.0319148936170213,0.0
67441,35510334,100.0,3.0,Barking and Dagenham,RM10 9RA,51.53856,0.1473,House,Entire home/apt,6,2.0,3.0,4.0,150.0,500.0,70.0,2,4.0,5,5,3,1.36,18.624267068410475,House,1.0,5.0106352940962555,0.7127659574468085,1.0
67487,137094377,80.0,184.0,Wandsworth,SW19,51.44135,-0.21746,House,Entire home/apt,8,2.0,4.0,4.0,400.0,495.0,300.0,1,0.0,0,0,177,,10.260173216001691,House,1.0,5.991464547107982,3.372340425531915,1.0
67490,137094377,80.0,184.0,Wandsworth,SW17 7ED,51.44473,-0.16493,House,Entire home/apt,7,3.0,4.0,5.0,295.0,495.0,300.0,1,0.0,0,0,177,,7.930912413844077,House,0.0,5.68697535633982,2.25531914893617,0.0
67503,137094377,80.0,184.0,Tower Hamlets,E1 2LA,51.513940000000005,-0.05998,House,Entire home/apt,6,2.0,3.0,3.0,330.0,495.0,225.0,1,0.0,0,0,177,,4.0443953222183335,House,0.0,5.799092654460526,2.627659574468085,0.0
67532,137094377,80.0,184.0,Brent,NW10 4QX,51.5341,-0.24495,House,Entire home/apt,7,2.0,4.0,3.0,332.0,495.0,300.0,1,0.0,0,0,177,,9.175550474725496,House,0.0,5.805134968916488,2.648936170212766,0.0
67540,137094377,80.0,184.0,Barnet,N2 9PS,51.58963,-0.16282,House,Entire home/apt,6,2.0,4.0,5.0,341.0,495.0,300.0,1,0.0,0,0,177,,9.387304362561157,House,0.0,5.831882477283517,2.74468085106383,0.0
67548,137094377,80.0,184.0,Islington,N19 4RJ,51.55859,-0.12735,House,Entire home/apt,8,2.0,4.0,4.0,350.0,495.0,300.0,1,0.0,0,0,177,,5.452259073845358,House,0.0,5.857933154483459,2.8404255319148937,0.0
67570,1622662,100.0,1.0,Camden,WC1N 2JP,51.52346,-0.11537,House,Entire home/apt,4,2.5,2.0,2.0,150.0,250.0,90.0,1,0.0,5,5,1,1.08,1.5224270506300863,House,0.0,5.0106352940962555,0.7127659574468085,0.0
67587,91101909,100.0,6.0,Lewisham,SE13 7TH,51.46631,-0.02033,House,Entire home/apt,7,3.0,4.0,4.0,149.0,0.0,35.0,7,35.0,11,11,5,2.87,8.3178483330568,House,0.0,5.003946305945459,0.7021276595744681,0.0
67600,33889201,96.0,1433.0,Islington,N5 1XF,51.55036,-0.10637,House,Entire home/apt,7,3.0,4.0,4.0,343.0,495.0,75.0,7,0.0,0,0,1161,,4.572393418397458,House,0.0,5.8377304471659395,2.765957446808511,0.0
67613,241402040,100.0,1.0,Lambeth,,51.45747,-0.12654,House,Entire home/apt,8,2.0,4.0,4.0,175.0,350.0,140.0,1,0.0,7,7,1,2.53,5.851676865630869,House,0.0,5.1647859739235145,0.9787234042553191,0.0
67632,241682815,90.0,1.0,Southwark,SE16 3UF,51.49557,-0.06824,House,Entire home/apt,7,2.0,3.0,3.0,115.0,100.0,108.0,4,15.0,10,10,1,3.19,3.796702027565046,House,0.0,4.74493212836325,0.3404255319148936,0.0
67639,156187808,100.0,82.0,Islington,N7,51.54886,-0.11427000000000001,House,Entire home/apt,4,1.5,2.0,2.0,80.0,100.0,90.0,1,0.0,4,4,76,1.03,4.341371850469708,House,0.0,4.382026634673881,-0.031914893617021274,0.0
67669,217091399,91.0,1.0,Hackney,E8 4RE,51.53593,-0.057589999999999995,House,Entire home/apt,4,1.0,1.0,2.0,80.0,0.0,15.0,2,10.0,14,14,1,6.89,5.088133657336824,House,0.0,4.382026634673881,-0.031914893617021274,0.0
67684,137094377,80.0,184.0,Kensington and Chelsea,SW5 0RN,51.494659999999996,-0.1953,House,Entire home/apt,7,3.0,3.0,5.0,524.0,495.0,225.0,1,0.0,0,0,177,,5.601659159798953,House,0.0,6.261491684321042,4.691489361702128,0.0
67686,28820321,100.0,242.0,Ealing,W3 6SX,51.5123,-0.26655,House,Entire home/apt,10,2.0,5.0,6.0,200.0,350.0,160.0,6,10.0,0,0,213,,10.27094619555414,House,0.0,5.298317366548036,1.2446808510638299,0.0
67691,241835523,67.0,1.0,Sutton,SM7 1PF,51.33082,-0.2208,House,Entire home/apt,5,2.0,3.0,5.0,250.0,100.0,0.0,1,0.0,0,0,1,,21.131122404238788,House,1.0,5.521460917862246,1.7765957446808511,1.0
67699,5732843,,1.0,Redbridge,E11 2as,51.58207,0.02645,House,Entire home/apt,6,1.0,2.0,2.0,105.0,0.0,35.0,1,0.0,1,1,1,0.23,12.81245888398775,House,0.0,4.653960350157523,0.23404255319148937,0.0
67707,1695784,0.0,1.0,Greenwich,SE9 1XX,51.457370000000004,0.05851,House,Entire home/apt,5,1.0,2.0,2.0,130.0,0.0,0.0,1,0.0,0,0,1,,13.542053230639924,House,1.0,4.867534450455582,0.5,1.0
67720,10961046,97.0,93.0,Hammersmith and Fulham,SW6 6LP,51.482659999999996,-0.22091,House,Entire home/apt,7,3.5,4.0,4.0,281.0,500.0,232.0,1,0.0,0,0,90,,7.729000288314814,House,0.0,5.638354669333745,2.106382978723404,0.0
67725,159068368,94.0,37.0,Kensington and Chelsea,W8 5BY,51.50006,-0.18807000000000001,House,Entire home/apt,16,2.5,4.0,9.0,200.0,0.0,190.0,16,0.0,8,8,37,1.62,4.961460835456987,House,0.0,5.298317366548036,1.2446808510638299,0.0
67737,196820658,100.0,10.0,Hounslow,W4 1EX,51.50043,-0.25199,House,Entire home/apt,6,4.0,5.0,5.0,309.0,0.0,80.0,6,50.0,0,0,10,,9.320772750011695,House,0.0,5.733341276897746,2.404255319148936,0.0
67750,43452300,100.0,10.0,Tower Hamlets,E1W 3DQ,51.51166,-0.04987,House,Entire home/apt,2,2.0,1.0,1.0,2000.0,0.0,30.0,2,50.0,0,0,16,,4.722493715465033,House,1.0,7.600902459542082,20.393617021276597,1.0
67759,86706721,94.0,8.0,Westminster,SW1V 2EL,51.49023,-0.14077,House,Entire home/apt,6,2.5,3.0,5.0,205.0,200.0,100.0,6,0.0,12,12,8,2.69,2.687375199927624,House,0.0,5.3230099791384085,1.297872340425532,0.0
67765,242047984,100.0,1.0,Islington,N1 8NY,51.53371,-0.09692,House,Entire home/apt,4,2.0,2.0,2.0,195.0,85.0,84.0,1,0.0,10,10,1,2.14,3.02727158140853,House,0.0,5.272999558563747,1.1914893617021276,0.0
67777,7888542,100.0,1.0,Islington,N1 8DA,51.5329,-0.10369,House,Entire home/apt,8,2.5,3.0,4.0,250.0,0.0,30.0,6,25.0,0,0,1,,2.746645958476297,House,0.0,5.521460917862246,1.7765957446808511,0.0
67813,174417958,100.0,1.0,Islington,N5 2QN,51.55657,-0.09661,House,Entire home/apt,6,3.0,3.0,3.0,350.0,0.0,60.0,1,0.0,1,1,1,0.37,5.398358832845569,House,0.0,5.857933154483459,2.8404255319148937,0.0
67893,9276155,100.0,5.0,Newham,E15 2RF,51.5306,-0.00672,House,Entire home/apt,5,1.5,3.0,3.0,150.0,100.0,30.0,4,0.0,12,12,3,2.88,8.038285249330789,House,1.0,5.0106352940962555,0.7127659574468085,1.0
67894,208447001,96.0,9.0,Westminster,W2 5BU,51.51491,-0.19839,House,Entire home/apt,6,2.0,3.0,3.0,378.0,1000.0,140.0,6,0.0,6,6,8,1.41,5.5814923743938305,House,0.0,5.934894195619588,3.1382978723404253,0.0
67927,240048363,90.0,1.0,Tower Hamlets,E14 8DY,51.51073,-0.03765,House,Entire home/apt,4,1.0,2.0,2.0,225.0,85.0,84.0,3,15.0,8,8,1,3.16,5.564309635275957,House,1.0,5.41610040220442,1.5106382978723405,1.0
67939,9681743,100.0,1.0,Haringey,N15 4QL,51.58483,-0.06292,House,Entire home/apt,2,1.0,1.0,3.0,68.0,0.0,10.0,1,25.0,7,7,1,1.68,9.161525755955214,House,1.0,4.219507705176107,-0.1595744680851064,1.0
67944,137094377,80.0,184.0,Camden,NW3 2RS,51.554829999999995,-0.16904,House,Entire home/apt,8,3.0,4.0,4.0,704.0,495.0,300.0,1,0.0,0,0,177,,6.113214547602583,House,1.0,6.556778356158042,6.6063829787234045,1.0
67945,2331542,67.0,1.0,Islington,N19 4HL,51.565,-0.12005999999999999,House,Entire home/apt,4,1.0,2.0,2.0,99.0,250.0,25.0,1,0.0,4,4,1,1.54,6.12839299107388,House,0.0,4.59511985013459,0.1702127659574468,0.0
67949,13815070,99.0,37.0,Kensington and Chelsea,W11 1LR,51.51733,-0.20761,House,Entire home/apt,4,2.0,2.0,2.0,250.0,0.0,70.0,1,0.0,0,0,29,,6.246071213256778,House,0.0,5.521460917862246,1.7765957446808511,0.0
67953,51355718,100.0,1.0,Newham,E6 3EY,51.525890000000004,0.041760000000000005,House,Entire home/apt,5,1.5,3.0,3.0,150.0,200.0,98.0,1,0.0,5,5,1,1.38,11.19626746229018,House,1.0,5.0106352940962555,0.7127659574468085,1.0
67956,231077412,81.0,17.0,Kensington and Chelsea,W11 2JL,51.513909999999996,-0.20893,House,Entire home/apt,8,3.5,4.0,4.0,995.0,1000.0,330.0,1,0.0,0,0,16,,6.29832216635509,House,1.0,6.902742737158593,9.702127659574469,1.0
67959,137094377,80.0,184.0,Hounslow,W4 4PA,51.4911,-0.2631,House,Entire home/apt,9,3.0,3.0,4.0,358.0,495.0,225.0,1,0.0,0,0,177,,10.245561137175576,House,0.0,5.8805329864007,2.925531914893617,0.0
67974,186752799,100.0,1.0,Southwark,SE22 8DP,51.45942,-0.08381,House,Entire home/apt,10,2.5,4.0,4.0,175.0,0.0,0.0,1,0.0,11,11,1,3.37,6.0870246254537,House,1.0,5.1647859739235145,0.9787234042553191,1.0
67978,2370522,100.0,1.0,Islington,N1 9PW,51.53213,-0.1103,House,Entire home/apt,6,2.5,3.0,4.0,375.0,1000.0,100.0,4,25.0,3,3,1,1.7,2.532183153912635,House,1.0,5.926926025970411,3.106382978723404,1.0
67981,242671206,50.0,1.0,Kensington and Chelsea,SW3 4SR,51.48373,-0.16464,House,Entire home/apt,8,6.0,8.0,8.0,1750.0,0.0,0.0,1,0.0,0,0,1,,4.336459767451151,House,0.0,7.4673710669175595,17.73404255319149,0.0
68017,33889201,96.0,1433.0,Wandsworth,SW11 6NP,51.45708,-0.15874000000000002,House,Entire home/apt,10,4.0,6.0,7.0,437.0,495.0,450.0,10,0.0,0,0,1161,,6.505339999405312,House,0.0,6.07993319509559,3.765957446808511,0.0
68018,33889201,96.0,1433.0,Brent,NW6 6SH,51.53327,-0.21100000000000002,House,Entire home/apt,6,3.0,3.0,3.0,275.0,495.0,225.0,6,0.0,0,0,1161,,6.930589885163106,House,0.0,5.616771097666572,2.0425531914893615,0.0
68071,41940267,100.0,2.0,Greenwich,SE7 8QU,51.475359999999995,0.03823,House,Entire home/apt,8,1.0,2.0,3.0,90.0,0.0,65.0,4,5.0,4,4,1,1.41,11.475209831982502,House,1.0,4.499809670330265,0.07446808510638298,1.0
68089,33889201,96.0,1433.0,Kensington and Chelsea,SW7 4HW,51.4967,-0.18797,House,Entire home/apt,5,2.0,3.0,4.0,312.0,495.0,225.0,5,0.0,0,0,1161,,5.050145829585201,House,0.0,5.7430031878094825,2.4361702127659575,0.0
68090,33889201,96.0,1433.0,Kensington and Chelsea,SW7 4HW,51.49641,-0.18596,House,Entire home/apt,5,2.0,3.0,4.0,312.0,495.0,225.0,5,0.0,2,2,1161,0.71,4.926934853497728,House,0.0,5.7430031878094825,2.4361702127659575,0.0
68099,137094377,80.0,184.0,Kensington and Chelsea,W8 7BS,51.501259999999995,-0.19762000000000002,House,Entire home/apt,10,3.0,5.0,6.0,1225.0,495.0,375.0,1,0.0,0,0,177,,5.583331560002433,House,0.0,7.110696122978827,12.148936170212766,0.0
68136,71596886,100.0,3.0,Barking and Dagenham,"RM8, 2qp",51.558609999999994,0.12113,House,Entire home/apt,6,1.5,3.0,4.0,100.0,200.0,30.0,1,30.0,0,0,3,,17.400808702860974,House,1.0,4.605170185988092,0.18085106382978725,1.0
68145,35424755,100.0,40.0,Kensington and Chelsea,W8 6JW,51.4969,-0.1946,House,Entire home/apt,8,2.5,2.0,5.0,229.0,0.0,0.0,4,35.0,7,7,30,1.89,5.484808149272931,House,1.0,5.43372200355424,1.553191489361702,1.0
68147,243255387,88.0,1.0,Camden,NW5 2LH,51.54569,-0.13739,House,Entire home/apt,10,3.5,5.0,7.0,200.0,85.0,134.0,4,0.0,0,0,1,,4.198667635309067,House,0.0,5.298317366548036,1.2446808510638299,0.0
68152,137094377,80.0,184.0,Kensington and Chelsea,W11 1QP,51.51914,-0.20309000000000002,House,Entire home/apt,9,3.0,5.0,5.0,550.0,495.0,375.0,1,0.0,0,0,177,,5.967714638734217,House,0.0,6.309918278226516,4.968085106382978,0.0
68174,178022571,99.0,662.0,Newham,E16 3EQ,51.51155,0.02254,House,Entire home/apt,6,2.0,3.0,4.0,240.0,120.0,80.0,6,0.0,0,0,14,,9.728016149972786,House,0.0,5.480638923341991,1.6702127659574468,0.0
68180,14232304,63.0,1.0,Hammersmith and Fulham,W12 9LP,51.50278,-0.24356999999999998,House,Entire home/apt,5,3.0,3.0,3.0,190.0,85.0,103.0,1,0.0,0,0,1,,8.714625574246675,House,0.0,5.247024072160486,1.1382978723404256,0.0
68231,32405403,100.0,4.0,Camden,NW3 2HR,51.55346,-0.15807000000000002,House,Entire home/apt,6,2.5,4.0,4.0,138.0,0.0,30.0,1,0.0,1,1,4,0.48,5.577352368156597,House,0.0,4.927253685157205,0.5851063829787234,0.0
68242,18170591,100.0,1.0,Ealing,W3 9RY,51.505959999999995,-0.28038,House,Entire home/apt,8,3.5,5.0,5.0,500.0,1000.0,150.0,1,0.0,0,0,1,,11.233031994237615,House,0.0,6.214608098422191,4.4361702127659575,0.0
68252,20770834,100.0,11.0,Islington,N7 7BG,51.55257,-0.10909,House,Entire home/apt,15,3.0,6.0,9.0,350.0,300.0,80.0,5,25.0,10,10,11,2.73,4.786226411140818,House,1.0,5.857933154483459,2.8404255319148937,1.0
68261,1522429,100.0,1.0,Greenwich,SE7 7RW,51.4847,0.02083,House,Entire home/apt,6,2.0,4.0,3.0,99.0,100.0,30.0,1,0.0,4,4,1,1.45,10.009360305550526,House,1.0,4.59511985013459,0.1702127659574468,1.0
68276,243684021,100.0,1.0,Brent,NW9,51.5914,-0.25804,House,Entire home/apt,5,1.0,3.0,3.0,230.0,300.0,100.0,3,20.0,0,0,1,,13.251838322736306,House,1.0,5.438079308923196,1.5638297872340425,1.0
68286,199872100,,1.0,Redbridge,IG3 9LY,51.56199,0.10268,House,Entire home/apt,1,1.0,1.0,1.0,150.0,0.0,0.0,1,0.0,0,0,1,,16.32263697997893,House,0.0,5.0106352940962555,0.7127659574468085,0.0
68309,243828946,100.0,1.0,Southwark,SE15 4LD,51.464940000000006,-0.07088,House,Entire home/apt,6,2.5,3.0,4.0,350.0,85.0,108.0,4,15.0,0,0,1,,5.966202145327952,House,1.0,5.857933154483459,2.8404255319148937,1.0
68331,6242723,100.0,5.0,Kensington and Chelsea,SW10 0TZ,51.48928,-0.16247999999999999,House,Entire home/apt,12,2.0,3.0,3.0,400.0,0.0,130.0,12,0.0,17,17,5,3.72,3.829052521992436,House,0.0,5.991464547107982,3.372340425531915,0.0
68340,17653494,93.0,5.0,Southwark,SE1,51.49885,-0.08891,House,Entire home/apt,14,2.5,3.0,7.0,343.0,300.0,120.0,6,5.0,9,9,5,2.41,2.3606665859256823,House,0.0,5.8377304471659395,2.765957446808511,0.0
68345,3476950,100.0,3.0,Brent,NW10 3AU,51.53685,-0.22879000000000002,House,Entire home/apt,6,2.0,3.0,3.0,250.0,0.0,50.0,1,0.0,1,1,3,0.41,8.22030324747753,House,1.0,5.521460917862246,1.7765957446808511,1.0
68357,3809876,100.0,20.0,Kensington and Chelsea,SW10 9AD,51.48441,-0.18846,House,Entire home/apt,7,2.0,3.0,3.0,250.0,350.0,120.0,1,0.0,4,4,20,1.4,5.630310888329037,House,0.0,5.521460917862246,1.7765957446808511,0.0
68359,209445285,100.0,24.0,Southwark,SE16,51.49535,-0.03947,House,Entire home/apt,4,2.5,3.0,4.0,78.0,200.0,100.0,3,15.0,1,1,8,0.51,5.672675185859869,House,1.0,4.356708826689592,-0.05319148936170213,1.0
68361,243894000,,2.0,Barking and Dagenham,RM10 7JR,51.55464,0.15212,House,Entire home/apt,4,2.0,2.0,2.0,35.0,0.0,10.0,2,20.0,1,1,2,0.45,19.330542768190053,House,1.0,3.5553480614894135,-0.5106382978723404,1.0
68376,79428222,100.0,3.0,Wandsworth,SW18 5RE,51.448209999999996,-0.20140999999999998,House,Entire home/apt,4,1.0,2.0,3.0,350.0,500.0,50.0,1,0.0,0,0,3,,8.955032333809626,House,1.0,5.857933154483459,2.8404255319148937,1.0
68377,236242468,,1.0,Wandsworth,SW11 1LZ,51.46134,-0.1635,House,Entire home/apt,5,1.0,3.0,3.0,200.0,0.0,0.0,1,0.0,1,1,1,0.34,6.241049595540473,House,0.0,5.298317366548036,1.2446808510638299,0.0
68399,78107173,100.0,7.0,Wandsworth,SW17 9PY,51.42413,-0.15717,House,Entire home/apt,6,1.0,3.0,4.0,200.0,0.0,100.0,1,0.0,0,0,4,,9.90394214262958,House,0.0,5.298317366548036,1.2446808510638299,0.0
68419,7202728,90.0,1.0,Hackney,E9 6EL,51.549820000000004,-0.052329999999999995,House,Entire home/apt,2,1.0,1.0,1.0,90.0,250.0,30.0,1,0.0,8,8,1,1.92,6.354676875862517,House,0.0,4.499809670330265,0.07446808510638298,0.0
68429,60461240,100.0,1.0,Barnet,HA8 9LN,51.61554,-0.26637,House,Entire home/apt,6,2.0,3.0,4.0,80.0,0.0,0.0,1,0.0,0,0,1,,15.582897179663961,House,1.0,4.382026634673881,-0.031914893617021274,1.0
68430,243299498,100.0,1.0,Wandsworth,SW17 8TQ,51.427009999999996,-0.16275,House,Entire home/apt,6,1.5,3.0,4.0,250.0,85.0,103.0,2,15.0,2,2,1,0.58,9.712408157372796,House,0.0,5.521460917862246,1.7765957446808511,0.0
68442,219610650,98.0,38.0,Kensington and Chelsea,SW7 4BJ,51.49779,-0.18862,House,Entire home/apt,5,3.0,2.0,3.0,350.0,0.0,90.0,5,0.0,0,0,36,,5.059678383494724,House,1.0,5.857933154483459,2.8404255319148937,1.0
68474,5815526,100.0,1.0,Waltham Forest,E17,51.5924,-0.03651,House,Entire home/apt,4,1.0,2.0,2.0,92.0,0.0,0.0,1,0.0,3,3,1,0.66,10.765640080800738,House,1.0,4.5217885770490405,0.09574468085106383,1.0
68538,178022571,99.0,662.0,Lambeth,SW47AA,51.46218,-0.13682,House,Entire home/apt,2,1.0,1.0,1.0,81.0,0.0,0.0,2,0.0,5,5,14,1.07,5.455170311172616,House,0.0,4.394449154672439,-0.02127659574468085,0.0
68548,244304474,100.0,2.0,Camden,NW5 4HY,51.55073,-0.15587,House,Entire home/apt,5,2.0,3.0,3.0,200.0,600.0,70.0,2,10.0,11,11,2,3.17,5.238554956234912,House,0.0,5.298317366548036,1.2446808510638299,0.0
68562,105564995,97.0,100.0,Ealing,W4 1ET,51.498509999999996,-0.25409,House,Entire home/apt,10,4.5,5.0,6.0,251.0,500.0,158.0,10,20.0,2,2,88,0.57,9.49131985702949,House,0.0,5.5254529391317835,1.7872340425531914,0.0
68567,224974000,85.0,2.0,Brent,NW10 3DA,51.53496,-0.22755,House,Entire home/apt,5,2.5,3.0,3.0,300.0,350.0,104.0,3,15.0,0,0,1,,8.065680256092081,House,1.0,5.703782474656201,2.3085106382978724,1.0
68610,19698709,100.0,5.0,Lewisham,BR1  5NX,51.426590000000004,0.00525,House,Entire home/apt,4,1.0,3.0,3.0,90.0,100.0,40.0,1,0.0,9,9,4,2.06,12.59123823412503,House,0.0,4.499809670330265,0.07446808510638298,0.0
68629,13597885,100.0,2.0,Redbridge,E18 2HZ,51.5954,0.013880000000000002,House,Entire home/apt,4,1.0,3.0,3.0,109.0,495.0,95.0,1,0.0,1,1,1,0.45,13.171960983100531,House,0.0,4.6913478822291435,0.2765957446808511,0.0
68636,940526,100.0,4.0,Haringey,N8 0QH,51.591429999999995,-0.10659,House,Entire home/apt,16,3.0,7.0,15.0,500.0,500.0,150.0,8,35.0,0,0,4,,9.098699534200653,House,1.0,6.214608098422191,4.4361702127659575,1.0
68645,105564995,97.0,100.0,Westminster,SW1W 9EP,51.49199,-0.15203,House,Entire home/apt,4,2.0,2.0,2.0,217.0,500.0,98.0,4,20.0,2,2,88,0.55,3.075262597313968,House,1.0,5.37989735354046,1.425531914893617,1.0
68650,109994436,87.0,67.0,Westminster,NW1 5AW,51.52063,-0.16791,House,Entire home/apt,14,3.0,5.0,5.0,407.0,0.0,0.0,1,0.0,1,1,66,1.0,3.646889794214848,House,0.0,6.008813185442595,3.4468085106382977,0.0
68652,236261723,85.0,45.0,Westminster,NW1 5AW,51.52077,-0.16927,House,Entire home/apt,14,3.0,5.0,5.0,407.0,0.0,100.0,1,0.0,1,1,45,0.94,3.740868234749577,House,0.0,6.008813185442595,3.4468085106382977,0.0
68666,198186668,100.0,1.0,Greenwich,SE28 0ET,51.49746,0.08258,House,Entire home/apt,3,1.5,1.0,1.0,90.0,0.0,40.0,2,10.0,4,4,1,1.08,13.949050985409182,House,1.0,4.499809670330265,0.07446808510638298,1.0
68680,224043412,80.0,1.0,Islington,N4,51.55988,-0.10175,House,Entire home/apt,8,3.0,4.0,4.0,200.0,500.0,200.0,1,0.0,2,2,1,2.0,5.671556779872462,House,0.0,5.298317366548036,1.2446808510638299,0.0
68723,183539480,99.0,54.0,Greenwich,SE10 9EW,51.48734,0.00647,House,Entire home/apt,5,1.0,2.0,2.0,175.0,300.0,65.0,1,0.0,5,5,1,1.28,8.973277414955687,House,0.0,5.1647859739235145,0.9787234042553191,0.0
68760,27572615,99.0,152.0,Hammersmith and Fulham,W12 7ER,51.50915,-0.23031999999999997,House,Entire home/apt,4,2.0,2.0,2.0,180.0,200.0,95.0,1,0.0,4,4,136,1.5,7.7623836452765635,House,1.0,5.19295685089021,1.0319148936170213,1.0
68763,244739806,100.0,1.0,Waltham Forest,E11 3JR,51.55583,0.00728,House,Entire home/apt,7,2.0,4.0,4.0,150.0,500.0,150.0,1,0.0,7,7,1,1.88,10.059838111336086,House,0.0,5.0106352940962555,0.7127659574468085,0.0
68767,2125620,100.0,111.0,Kensington and Chelsea,SW3 4TF,51.48932,-0.15736,House,Entire home/apt,6,3.0,3.0,3.0,464.0,1000.0,150.0,6,0.0,2,2,100,0.67,3.548461746673799,House,0.0,6.139884552226255,4.053191489361702,0.0
68806,214165955,90.0,2.0,Barnet,HA8 9ER,51.61022,-0.26187,House,Entire home/apt,7,1.0,3.0,4.0,130.0,0.0,50.0,2,10.0,5,5,1,1.5,14.934222497109976,House,1.0,4.867534450455582,0.5,1.0
68818,6982082,100.0,6.0,Westminster,W2 3UR,51.51424,-0.17770999999999998,House,Entire home/apt,3,2.0,3.0,3.0,175.0,3835.0,500.0,3,75.0,0,0,6,,4.151668450892359,House,1.0,5.1647859739235145,0.9787234042553191,1.0
68823,57218197,,1.0,Tower Hamlets,E2 7BH,51.52952,-0.06808,House,Entire home/apt,6,1.0,3.0,3.0,350.0,0.0,50.0,1,0.0,0,0,1,,4.090185660468351,House,0.0,5.857933154483459,2.8404255319148937,0.0
68838,12311563,100.0,1.0,Hammersmith and Fulham,W12 9TA,51.50119,-0.25169,House,Entire home/apt,5,2.0,3.0,4.0,200.0,0.0,140.0,1,0.0,0,0,1,,9.290935173431691,House,0.0,5.298317366548036,1.2446808510638299,0.0
68875,226955426,100.0,2.0,Brent,HA9 8HZ,51.56436,-0.28836,House,Entire home/apt,10,3.0,4.0,5.0,200.0,300.0,90.0,1,25.0,7,7,2,1.64,13.235647989803333,House,1.0,5.298317366548036,1.2446808510638299,1.0
68901,67803620,100.0,1.0,Harrow,HA1 2NY,51.58169,-0.3282,House,Entire home/apt,7,2.0,4.0,4.0,200.0,3287.0,70.0,7,0.0,3,3,1,2.25,16.56914476813835,House,1.0,5.298317366548036,1.2446808510638299,1.0
68910,2713883,100.0,11.0,Newham,E13,51.53618,0.02585,House,Entire home/apt,10,1.5,5.0,8.0,175.0,99.0,60.0,1,0.0,1,1,10,0.42,10.373158896594905,House,1.0,5.1647859739235145,0.9787234042553191,1.0
68915,245271161,90.0,1.0,Bexley,DA8 1PU,51.48413,0.16069,House,Entire home/apt,8,1.5,4.0,4.0,73.0,500.0,50.0,1,0.0,4,4,1,1.36,19.497435633770277,House,0.0,4.290459441148391,-0.10638297872340426,0.0
68935,243894000,,2.0,Barking and Dagenham,RM10 7JR,51.55555,0.15169000000000002,House,Entire home/apt,4,2.0,2.0,2.0,35.0,0.0,10.0,2,20.0,0,0,2,,19.327955563470656,House,1.0,3.5553480614894135,-0.5106382978723404,1.0
68936,2125620,100.0,111.0,Hammersmith and Fulham,W12 8AJ,51.50654,-0.22245,House,Entire home/apt,8,2.0,3.0,5.0,250.0,300.0,125.0,1,0.0,6,6,100,1.48,7.227325530623138,House,0.0,5.521460917862246,1.7765957446808511,0.0
68947,4579895,,1.0,Greenwich,SE7,51.484790000000004,0.0394,House,Entire home/apt,6,1.5,3.0,4.0,140.0,0.0,0.0,1,0.0,0,0,1,,11.246130924507707,House,1.0,4.941642422609304,0.6063829787234043,1.0
68982,111548178,100.0,2.0,Hackney,E9 7EE,51.539629999999995,-0.04317,House,Entire home/apt,6,2.0,3.0,4.0,250.0,700.0,40.0,1,0.0,9,9,1,2.78,6.1460185852073925,House,0.0,5.521460917862246,1.7765957446808511,0.0
68987,141215841,100.0,2.0,Bromley,BR2 0YG,51.398540000000004,0.01167,House,Entire home/apt,8,1.5,3.0,3.0,99.0,0.0,35.0,5,20.0,9,9,1,2.9,15.289928916783524,House,1.0,4.59511985013459,0.1702127659574468,1.0
