,host_id,host_response_rate,host_listings_count,neighbourhood_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,number_of_reviews,number_of_reviews_ltm,calculated_host_listings_count,reviews_per_month,dist_from_center,property_type_clean,parking,price_log,price_RobustScaler,parking_num
11538,41544308,,1.0,Camden,NW3,51.5462,-0.17707,House,Entire home/apt,3,1.0,0.0,2.0,40.0,70.0,20.0,1,0.0,0,0,1,,5.738340668818703,House,0.0,3.6888794541139363,-0.4574468085106383,0.0
11544,1898279,100.0,2.0,Camden,NW5 1BY,51.55835,-0.14373,House,Entire home/apt,7,2.5,4.0,5.0,320.0,0.0,100.0,1,0.0,3,0,2,0.07,5.671885550382399,House,1.0,5.768320995793772,2.521276595744681,1.0
11550,7162680,,1.0,Richmond upon Thames,TW2,51.45695,-0.36128000000000005,House,Entire home/apt,6,1.5,3.0,3.0,150.0,500.0,0.0,1,0.0,0,0,1,,17.826840632121183,House,1.0,5.0106352940962555,0.7127659574468085,1.0
11553,6380288,,1.0,Richmond upon Thames,TW2,51.455059999999996,-0.35420999999999997,House,Entire home/apt,5,1.0,3.0,3.0,300.0,0.0,0.0,1,0.0,2,0,1,0.04,17.438267675527012,House,0.0,5.703782474656201,2.3085106382978724,0.0
11579,10077534,100.0,2.0,Hammersmith and Fulham,SW6 4JB,51.475629999999995,-0.20004,House,Entire home/apt,4,2.0,2.0,2.0,195.0,0.0,0.0,1,0.0,12,6,1,0.37,6.827888684696099,House,0.0,5.272999558563747,1.1914893617021276,0.0
11585,41698461,,1.0,Hounslow,TW7 6HL,51.46607,-0.34291,House,Entire home/apt,8,2.0,3.0,5.0,280.0,300.0,0.0,1,0.0,0,0,1,,16.299832640136927,House,0.0,5.634789603169249,2.095744680851064,0.0
11589,41717465,,1.0,Hackney,N16 5SE,51.56813,-0.07773,House,Entire home/apt,3,1.0,2.0,2.0,145.0,0.0,0.0,3,20.0,2,0,1,0.04,7.050135156111376,House,1.0,4.976733742420574,0.6595744680851063,1.0
11614,29732054,,1.0,Richmond upon Thames,TW2 6QL,51.44485,-0.34256,House,Entire home/apt,4,1.0,2.0,2.0,250.0,0.0,0.0,1,0.0,0,0,1,,17.133492161269043,House,1.0,5.521460917862246,1.7765957446808511,1.0
11615,8510394,100.0,2.0,Islington,WC1X 9QW,51.5297,-0.11552,House,Entire home/apt,4,1.0,2.0,2.0,225.0,500.0,30.0,16,0.0,31,3,2,0.72,2.211329853743964,House,0.0,5.41610040220442,1.5106382978723405,0.0
11624,13831588,100.0,1.0,Lambeth,SW16 3PD,51.41722,-0.12325,House,Entire home/apt,4,1.5,3.0,3.0,105.0,0.0,50.0,2,0.0,14,6,1,0.31,10.30137748708946,House,1.0,4.653960350157523,0.23404255319148937,1.0
11626,41810997,100.0,1.0,Hackney,E9,51.53768,-0.04633,House,Entire home/apt,2,1.0,1.0,1.0,90.0,0.0,30.0,2,5.0,43,7,1,0.94,5.845708782330212,House,1.0,4.499809670330265,0.07446808510638298,1.0
11635,41842162,,1.0,Lewisham,SE26 4JB,51.42752,-0.04649,House,Entire home/apt,2,1.0,1.0,1.0,60.0,0.0,20.0,1,0.0,11,0,1,0.25,10.40679734426806,House,0.0,4.0943445622221,-0.24468085106382978,0.0
11641,41874172,100.0,1.0,Westminster,SW1W 9PE,51.49544,-0.15200999999999998,House,Entire home/apt,7,3.0,4.0,4.0,590.0,500.0,50.0,1,0.0,49,12,1,1.07,2.841521019380843,House,1.0,6.380122536899765,5.3936170212765955,1.0
11686,41930136,,1.0,Richmond upon Thames,TW3 2JH,51.45595,-0.3625,House,Entire home/apt,6,2.0,4.0,6.0,500.0,0.0,0.0,1,0.0,0,0,1,,17.943536871861713,House,0.0,6.214608098422191,4.4361702127659575,0.0
11706,42010723,,1.0,Richmond upon Thames,TW2 5BY,51.444790000000005,-0.35234,House,Entire home/apt,6,2.0,2.0,6.0,350.0,0.0,0.0,1,0.0,0,0,1,,17.752275908505027,House,0.0,5.857933154483459,2.8404255319148937,0.0
11740,42180919,33.0,1.0,Richmond upon Thames,TW2 6SJ,51.446329999999996,-0.33865,House,Entire home/apt,7,2.5,3.0,5.0,350.0,0.0,0.0,1,0.0,9,3,1,0.2,16.818572774891177,House,1.0,5.857933154483459,2.8404255319148937,1.0
11751,2896612,90.0,2.0,Tower Hamlets,E1W 3QU,51.508559999999996,-0.05542999999999999,House,Entire home/apt,4,1.5,2.0,2.0,79.0,0.0,44.0,1,0.0,17,7,2,0.36,4.33631894446407,House,1.0,4.3694478524670215,-0.0425531914893617,1.0
11765,30343396,,3.0,Brent,NW10,51.53674,-0.22369,House,Entire home/apt,6,1.5,3.0,5.0,99.0,1000.0,48.0,1,0.0,4,0,3,0.1,7.888401621815326,House,1.0,4.59511985013459,0.1702127659574468,1.0
11770,19980157,,1.0,Richmond upon Thames,TW1 1PR,51.461259999999996,-0.32271,House,Entire home/apt,9,2.5,4.0,5.0,500.0,0.0,0.0,1,0.0,0,0,1,,15.154543934785348,House,1.0,6.214608098422191,4.4361702127659575,1.0
11780,42345813,,1.0,Ealing,W7,51.50408,-0.32794,House,Entire home/apt,5,2.5,4.0,4.0,500.0,250.0,0.0,1,0.0,0,0,1,,14.528660570775743,House,0.0,6.214608098422191,4.4361702127659575,0.0
11784,10849749,,2.0,Richmond upon Thames,TW2 7SR,51.45095,-0.33588,House,Entire home/apt,8,2.0,4.0,3.0,70.0,500.0,120.0,1,0.0,0,0,1,,16.4328720761355,House,0.0,4.248495242049359,-0.13829787234042554,0.0
11786,5793506,75.0,1.0,Hackney,E5 0PR,51.555479999999996,-0.047830000000000004,House,Entire home/apt,6,1.0,3.0,4.0,180.0,0.0,30.0,1,0.0,0,0,1,,7.020342374664099,House,1.0,5.19295685089021,1.0319148936170213,1.0
11793,23886402,100.0,1.0,Southwark,SE22 9AE,51.4593,-0.07501000000000001,House,Entire home/apt,4,1.0,2.0,2.0,95.0,0.0,0.0,1,0.0,23,7,1,0.49,6.360953100530019,House,0.0,4.553876891600541,0.1276595744680851,0.0
11799,28503198,100.0,3.0,Islington,N1 1BE,51.54081,-0.11699000000000001,House,Entire home/apt,8,3.0,4.0,6.0,300.0,300.0,70.0,1,0.0,8,2,2,0.19,3.439610588175882,House,0.0,5.703782474656201,2.3085106382978724,0.0
11809,39828686,,1.0,Camden,NW3 2UN,51.55039,-0.16144,House,Entire home/apt,5,1.0,3.0,3.0,195.0,500.0,90.0,1,0.0,2,0,1,0.06,5.409282812556207,House,0.0,5.272999558563747,1.1914893617021276,0.0
11839,42567228,,1.0,Newham,E15 4JY,51.54359,0.015280000000000002,House,Entire home/apt,2,1.0,1.0,1.0,65.0,0.0,30.0,2,40.0,65,0,1,1.41,9.953367068756828,House,1.0,4.174387269895637,-0.19148936170212766,1.0
11903,41786080,,1.0,Richmond upon Thames,TW12 2NX,51.42031,-0.37277,House,Entire home/apt,6,2.5,3.0,4.0,100.0,0.0,30.0,1,0.0,0,0,1,,20.246049600749824,House,1.0,4.605170185988092,0.18085106382978725,1.0
11915,7498719,,3.0,Lewisham,SE12 9HP,51.44865,0.0147,House,Entire home/apt,4,1.0,2.0,2.0,100.0,0.0,8.0,1,0.0,14,0,3,0.36,11.434006090360132,House,1.0,4.605170185988092,0.18085106382978725,1.0
11936,7095913,,1.0,Islington,N1 4NN,51.54789,-0.07983,House,Entire home/apt,3,1.0,2.0,2.0,100.0,0.0,50.0,2,0.0,4,0,1,0.09,4.98518450407977,House,0.0,4.605170185988092,0.18085106382978725,0.0
11939,14928103,,1.0,Southwark,SE15 3XT,51.46648,-0.058370000000000005,House,Entire home/apt,3,1.0,3.0,3.0,699.0,0.0,70.0,1,0.0,0,0,1,,6.3498696921125255,House,1.0,6.54965074223381,6.553191489361702,1.0
11948,42971632,100.0,1.0,Lambeth,SW8 1LR,51.47909,-0.11830999999999998,House,Entire home/apt,2,1.0,1.0,1.0,130.0,250.0,40.0,1,0.0,69,9,1,1.61,3.4199086254233175,House,1.0,4.867534450455582,0.5,1.0
11961,38827278,100.0,1.0,Lambeth,SW16 2RH,51.429829999999995,-0.11657999999999999,House,Entire home/apt,6,2.5,4.0,5.0,189.0,0.0,55.0,6,10.0,0,0,1,,8.894514291262356,House,1.0,5.241747015059643,1.127659574468085,1.0
11962,2695576,,1.0,Hammersmith and Fulham,W12,51.50087,-0.23714000000000002,House,Entire home/apt,5,2.0,3.0,3.0,250.0,0.0,50.0,1,0.0,0,0,1,,8.294860502599061,House,0.0,5.521460917862246,1.7765957446808511,0.0
11990,8885658,70.0,1.0,Greenwich,SE10 9LD,51.47826,-0.013319999999999999,House,Entire home/apt,4,2.0,2.0,2.0,195.0,0.0,30.0,3,10.0,31,12,1,0.78,8.054774046989209,House,1.0,5.272999558563747,1.1914893617021276,1.0
11992,19898089,,1.0,Brent,W10,51.53217,-0.21116999999999997,House,Entire home/apt,2,1.0,1.0,1.0,80.0,200.0,20.0,1,0.0,2,0,1,0.04,6.896689709987072,House,0.0,4.382026634673881,-0.031914893617021274,0.0
12009,7107862,100.0,2.0,Waltham Forest,E17 6AE,51.59704,-0.04045,House,Entire home/apt,7,2.0,4.0,3.0,110.0,400.0,40.0,1,0.0,14,2,2,0.36,11.07360797711278,House,1.0,4.700480365792417,0.2872340425531915,1.0
12027,10526921,,1.0,Lambeth,SE21 8DA,51.429970000000004,-0.09171,House,Entire home/apt,4,1.0,2.0,2.0,80.0,0.0,35.0,1,0.0,3,0,1,0.06,9.064218607808138,House,1.0,4.382026634673881,-0.031914893617021274,1.0
12031,36641918,,1.0,Kensington and Chelsea,W10,51.52127,-0.22796999999999998,House,Entire home/apt,4,2.5,2.0,2.0,110.0,300.0,40.0,2,10.0,31,0,1,0.66,7.703405538504141,House,0.0,4.700480365792417,0.2872340425531915,0.0
12034,43194309,,1.0,Southwark,SE17 3ES,51.48535,-0.1026,House,Entire home/apt,2,1.0,1.0,1.0,65.0,0.0,10.0,1,0.0,0,0,1,,2.92747011624339,House,0.0,4.174387269895637,-0.19148936170212766,0.0
12037,6191564,,1.0,Camden,NW5 1UD,51.55434,-0.14277,House,Entire home/apt,4,1.5,2.0,2.0,115.0,500.0,30.0,1,0.0,2,0,1,0.04,5.2284300390114895,House,0.0,4.74493212836325,0.3404255319148936,0.0
12049,30665114,,1.0,Richmond upon Thames,,51.46594,-0.25106999999999996,House,Entire home/apt,3,1.0,2.0,2.0,92.0,0.0,0.0,1,0.0,1,0,1,0.02,10.415982046600085,House,1.0,4.5217885770490405,0.09574468085106383,1.0
12086,28820321,100.0,242.0,Wandsworth,SW11 1DS,51.46379,-0.16191,House,Entire home/apt,5,2.0,3.0,3.0,129.0,300.0,65.0,2,10.0,0,0,213,,5.95052842754077,House,0.0,4.859812404361672,0.48936170212765956,0.0
12096,43370928,100.0,1.0,Tower Hamlets,E1 0NL,51.51617,-0.040310000000000006,House,Entire home/apt,4,2.0,2.0,3.0,208.0,250.0,50.0,4,0.0,59,21,1,1.37,5.424626690215418,House,1.0,5.337538079701318,1.3297872340425532,1.0
12111,5876335,,1.0,Enfield,N14,51.636109999999995,-0.13244,House,Entire home/apt,4,1.0,2.0,2.0,100.0,100.0,25.0,2,0.0,8,0,1,0.18,14.063945434965138,House,0.0,4.605170185988092,0.18085106382978725,0.0
12120,39900297,,1.0,Hounslow,TW7 7EW,51.46353,-0.33288,House,Entire home/apt,4,2.0,3.0,2.0,290.0,0.0,20.0,1,0.0,0,0,1,,15.729350712948069,House,1.0,5.66988092298052,2.202127659574468,1.0
12128,33406403,67.0,1.0,Hammersmith and Fulham,SW6 1JT,51.482459999999996,-0.19994,House,Entire home/apt,4,1.0,2.0,2.0,180.0,85.0,84.0,2,25.0,4,4,1,0.54,6.429463176251076,House,1.0,5.19295685089021,1.0319148936170213,1.0
12137,19402748,,1.0,Lambeth,SW4 8LX,51.44778,-0.13655,House,Entire home/apt,8,2.5,5.0,5.0,225.0,0.0,0.0,1,0.0,1,0,1,0.02,7.016473968634048,House,1.0,5.41610040220442,1.5106382978723405,1.0
12154,3287423,,2.0,Islington,N1 4BW,51.547059999999995,-0.07694,House,Entire home/apt,6,1.0,3.0,3.0,105.0,0.0,0.0,1,0.0,1,0,2,0.02,5.017783055540087,House,0.0,4.653960350157523,0.23404255319148937,0.0
12163,17879146,,1.0,Hounslow,TW7 7PD,51.46055,-0.34984,House,Entire home/apt,6,1.0,3.0,4.0,420.0,0.0,40.0,1,0.0,0,0,1,,16.947321321647898,House,1.0,6.040254711277414,3.5851063829787235,1.0
12167,26492170,100.0,1.0,Merton,SW19 2HU,51.42131,-0.17411,House,Entire home/apt,4,1.0,2.0,2.0,165.0,350.0,80.0,4,0.0,24,6,1,0.52,10.577267141492188,House,0.0,5.10594547390058,0.8723404255319149,0.0
12203,9511533,100.0,1.0,Harrow,HA1 3EL,51.5715,-0.34144,House,Entire home/apt,5,2.0,3.0,5.0,165.0,200.0,30.0,4,35.0,18,2,1,0.5,16.887997338058383,House,1.0,5.10594547390058,0.8723404255319149,1.0
12206,43754868,100.0,21.0,Haringey,N22 5BE,51.6018,-0.10153999999999999,House,Entire home/apt,9,2.0,4.0,4.0,140.0,200.0,80.0,5,10.0,59,9,12,1.32,10.2800962579394,House,1.0,4.941642422609304,0.6063829787234043,1.0
12227,8101981,,1.0,Merton,SW16 5JB,51.4111,-0.14232,House,Entire home/apt,6,1.0,3.0,4.0,102.0,550.0,25.0,6,25.0,0,0,1,,11.10272511268218,House,1.0,4.624972813284271,0.20212765957446807,1.0
12250,43880368,100.0,1.0,Hackney,E5 0DW,51.548770000000005,-0.03798,House,Entire home/apt,8,1.5,3.0,5.0,130.0,250.0,65.0,5,50.0,8,2,1,0.22,7.0259767855321185,House,0.0,4.867534450455582,0.5,0.0
12256,10961046,97.0,93.0,Wandsworth,SW11 2SS,51.46873,-0.17088,House,Entire home/apt,6,2.0,2.0,3.0,284.0,750.0,129.0,1,0.0,1,0,90,0.04,5.851199244874357,House,0.0,5.648974238161206,2.1382978723404253,0.0
12274,10871804,,1.0,Brent,NW10 3HG,51.53788,-0.21693,House,Entire home/apt,6,4.0,5.0,5.0,395.0,1000.0,70.0,6,20.0,1,1,1,0.08,7.509444250285528,House,1.0,5.978885764901122,3.3191489361702127,1.0
12280,29423077,90.0,2.0,Merton,SW20 0ET,51.41905,-0.24666,House,Entire home/apt,7,2.5,5.0,5.0,175.0,200.0,100.0,1,0.0,8,0,2,0.18,13.456247589825228,House,1.0,5.1647859739235145,0.9787234042553191,1.0
12319,18920249,,1.0,Hounslow,TW3 2JT,51.45921,-0.35809,House,Entire home/apt,5,1.5,3.0,4.0,200.0,0.0,0.0,1,0.0,2,0,1,0.04,17.535981338765353,House,1.0,5.298317366548036,1.2446808510638299,1.0
12326,44108879,100.0,1.0,Westminster,W10 4JE,51.531729999999996,-0.20918,House,Entire home/apt,4,1.0,2.0,0.0,140.0,0.0,45.0,1,0.0,35,6,1,0.84,6.750741420392122,House,0.0,4.941642422609304,0.6063829787234043,0.0
12329,41949967,,2.0,Enfield,N11 2LD,51.61502,-0.12608,House,Entire home/apt,4,2.0,2.0,2.0,95.0,0.0,25.0,1,50.0,8,0,2,0.17,11.698383782156814,House,1.0,4.553876891600541,0.1276595744680851,1.0
12331,22405355,100.0,4.0,Hackney,E5 9QP,51.55741,-0.04981,House,Entire home/apt,10,2.0,4.0,4.0,180.0,200.0,50.0,6,15.0,1,0,4,0.03,7.084751861027605,House,0.0,5.19295685089021,1.0319148936170213,0.0
12342,3250150,,1.0,Richmond upon Thames,TW11 0AY,51.42617,-0.33311999999999997,House,Entire home/apt,5,1.0,3.0,4.0,155.0,0.0,0.0,1,0.0,17,3,1,0.37,17.552125650813643,House,0.0,5.043425116919247,0.7659574468085106,0.0
12349,3127837,,1.0,Kensington and Chelsea,W11 1JB,51.51762,-0.20353,House,Entire home/apt,4,1.5,1.0,1.0,120.0,0.0,20.0,1,0.0,1,0,1,0.02,5.9710777147065155,House,0.0,4.787491742782046,0.39361702127659576,0.0
12356,44172142,,1.0,Hackney,E5 0PU,51.55239,-0.05225,House,Entire home/apt,4,1.5,2.0,3.0,102.0,0.0,50.0,1,0.0,8,3,1,0.19,6.561149478567636,House,0.0,4.624972813284271,0.20212765957446807,0.0
12372,44199718,,1.0,Richmond upon Thames,TW2 5QE,51.44236,-0.34426,House,Entire home/apt,4,2.0,2.0,2.0,200.0,0.0,0.0,1,0.0,1,0,1,0.02,17.358409862504505,House,0.0,5.298317366548036,1.2446808510638299,0.0
12377,5505717,,1.0,Tower Hamlets,E1 6QE,51.520559999999996,-0.07342,House,Entire home/apt,4,1.0,1.0,1.0,120.0,0.0,0.0,1,0.0,5,0,1,0.12,3.3099726024484517,House,0.0,4.787491742782046,0.39361702127659576,0.0
12419,4895382,,1.0,Lewisham,SE4 1BQ,51.46747,-0.03569,House,Entire home/apt,6,1.5,3.0,3.0,175.0,0.0,50.0,4,20.0,6,0,1,0.14,7.396267168207209,House,1.0,5.1647859739235145,0.9787234042553191,1.0
12457,33889201,96.0,1433.0,Hammersmith and Fulham,SW6 3BA,51.47161,-0.19435999999999998,House,Entire home/apt,7,2.0,4.0,5.0,362.0,495.0,300.0,8,0.0,4,0,1161,0.11,6.776368973723382,House,0.0,5.8916442118257715,2.9680851063829787,0.0
12468,5660435,,2.0,Hackney,N4,51.56514,-0.09258999999999999,House,Entire home/apt,6,3.0,3.0,3.0,120.0,0.0,30.0,1,20.0,7,0,2,0.16,6.3903589221995505,House,1.0,4.787491742782046,0.39361702127659576,1.0
12475,44514994,,1.0,Lambeth,SE1 82B,51.50385,-0.10857,House,Entire home/apt,4,2.0,2.0,2.0,159.0,0.0,85.0,1,0.0,81,2,1,1.75,0.938371857387874,House,0.0,5.0689042022202315,0.8085106382978723,0.0
12517,26282658,100.0,1.0,Richmond upon Thames,TW10 6QH,51.45543,-0.2969,House,Entire home/apt,6,2.5,3.0,3.0,250.0,0.0,120.0,6,50.0,40,9,1,0.89,13.7735273880791,House,1.0,5.521460917862246,1.7765957446808511,1.0
12519,30343120,,1.0,Hackney,N16 0RS,51.55808,-0.07848,House,Entire home/apt,6,2.0,3.0,4.0,97.0,200.0,50.0,1,0.0,1,0,1,0.02,6.017040956286123,House,0.0,4.574710978503383,0.14893617021276595,0.0
12549,33889201,96.0,1433.0,Southwark,SE1 4GG,51.50002,-0.09404,House,Entire home/apt,6,3.0,3.0,3.0,236.0,495.0,225.0,6,0.0,6,3,1161,0.18,1.991149328262664,House,0.0,5.4638318050256105,1.627659574468085,0.0
12557,44868820,,1.0,Lewisham,SE6 1AX,51.44534,-5.9999999999999995e-05,House,Entire home/apt,2,1.0,1.0,1.0,40.0,0.0,0.0,1,0.0,1,0,1,0.02,10.86960162468732,House,1.0,3.6888794541139363,-0.4574468085106383,1.0
12601,45017352,60.0,1.0,Richmond upon Thames,KT8,51.40291,-0.34171,House,Entire home/apt,6,2.0,4.0,5.0,170.0,600.0,90.0,1,0.0,1,0,1,0.02,19.519651630706242,House,1.0,5.135798437050262,0.925531914893617,1.0
12605,14506774,100.0,1.0,Haringey,N4 1RS,51.5779,-0.10132999999999999,House,Entire home/apt,6,1.5,4.0,4.0,135.0,500.0,50.0,1,0.0,17,2,1,0.39,7.648631201297065,House,0.0,4.90527477843843,0.5531914893617021,0.0
12607,44317480,80.0,2.0,Redbridge,IG1 2TG,51.55437,0.09281,House,Entire home/apt,6,1.5,3.0,3.0,77.0,400.0,20.0,2,10.0,30,5,2,0.65,15.395277108604482,House,1.0,4.343805421853684,-0.06382978723404255,1.0
12611,28750646,75.0,16.0,Westminster,SW1W 8LA,51.49227,-0.15484,House,Entire home/apt,12,4.5,5.0,6.0,810.0,1000.0,370.0,1,0.0,10,6,14,0.27,3.207030212653779,House,0.0,6.697034247666484,7.73404255319149,0.0
12614,3727014,,1.0,Hackney,E5,51.5549,-0.04583,House,Entire home/apt,5,1.5,2.0,2.0,85.0,400.0,25.0,1,0.0,0,0,1,,7.070954111250297,House,0.0,4.442651256490317,0.02127659574468085,0.0
12624,45127947,,1.0,Haringey,N8 0EX,51.58845,-0.10644,House,Entire home/apt,6,1.0,3.0,3.0,125.0,500.0,60.0,1,0.0,7,0,1,0.15,8.769808194468395,House,0.0,4.8283137373023015,0.44680851063829785,0.0
12629,7346164,,1.0,Richmond upon Thames,TW10 6DU,51.46171,-0.29422,House,Entire home/apt,4,1.0,2.0,2.0,120.0,0.0,85.0,1,0.0,0,0,1,,13.310829857982966,House,0.0,4.787491742782046,0.39361702127659576,0.0
12640,43110633,,1.0,Wandsworth,SW18 4HH,51.43899999999999,-0.18696,House,Entire home/apt,5,2.5,3.0,4.0,199.0,0.0,50.0,1,0.0,2,2,1,0.19,9.205198704579832,House,1.0,5.293304824724492,1.2340425531914894,1.0
12647,42616833,100.0,1.0,Merton,SW19 2DB,51.422309999999996,-0.177,House,Entire home/apt,2,1.0,1.0,1.0,45.0,0.0,25.0,1,0.0,11,5,1,0.25,10.549658428667712,House,1.0,3.8066624897703196,-0.40425531914893614,1.0
12650,3019263,100.0,2.0,Southwark,SE15 3UQ,51.4621,-0.059860000000000003,House,Entire home/apt,2,1.0,1.0,2.0,68.0,0.0,35.0,1,15.0,18,0,2,0.4,6.664158647918732,House,1.0,4.219507705176107,-0.1595744680851064,1.0
12667,40887936,100.0,1.0,Westminster,W10 4QS,51.52727,-0.21015999999999999,House,Entire home/apt,4,1.0,1.0,2.0,65.0,150.0,55.0,1,0.0,80,8,1,1.75,6.653708157506569,House,0.0,4.174387269895637,-0.19148936170212766,0.0
12668,144228,100.0,3.0,Hammersmith and Fulham,SW6 7AB,51.478970000000004,-0.2042,House,Entire home/apt,9,2.5,4.0,4.0,369.0,500.0,0.0,8,35.0,33,18,2,0.72,6.875886843625275,House,0.0,5.910796644040527,3.0425531914893615,0.0
12677,25983748,80.0,1.0,Wandsworth,SW18 5HE,51.44328,-0.20367000000000002,House,Entire home/apt,8,2.5,4.0,6.0,220.0,500.0,80.0,1,0.0,12,5,1,0.3,9.47796903864482,House,0.0,5.393627546352362,1.4574468085106382,0.0
12680,14017470,100.0,1.0,Hackney,E9 5PG,51.55211,-0.032869999999999996,House,Entire home/apt,4,1.0,2.0,2.0,115.0,250.0,50.0,2,15.0,9,8,1,0.2,7.533037557426065,House,1.0,4.74493212836325,0.3404255319148936,1.0
12694,45226259,67.0,1.0,Southwark,SE5 8LW,51.46719,-0.08256000000000001,House,Entire home/apt,8,2.0,4.0,7.0,140.0,0.0,40.0,1,0.0,30,8,1,0.7,5.341709634179275,House,1.0,4.941642422609304,0.6063829787234043,1.0
12711,33889201,96.0,1433.0,Kensington and Chelsea,SW3 2LB,51.49467,-0.16580999999999999,House,Entire home/apt,6,2.0,3.0,4.0,561.0,495.0,202.0,6,0.0,0,0,1161,,3.7076445752180613,House,0.0,6.329720905522696,5.085106382978723,0.0
12750,34931728,,1.0,Ealing,W4 5DR,51.500609999999995,-0.26274000000000003,House,Entire home/apt,6,2.5,4.0,5.0,67.0,500.0,70.0,1,0.0,0,0,1,,10.057885029701014,House,1.0,4.204692619390966,-0.1702127659574468,1.0
12760,45494890,90.0,1.0,Haringey,N6 4BJ,51.574529999999996,-0.15220999999999998,House,Entire home/apt,5,1.0,3.0,3.0,125.0,0.0,20.0,1,0.0,5,0,1,0.11,7.5628946641530925,House,0.0,4.8283137373023015,0.44680851063829785,0.0
12778,45537821,,1.0,Sutton,KT4 8LQ,51.37473,-0.23243000000000003,House,Entire home/apt,7,1.0,4.0,5.0,50.0,0.0,10.0,4,5.0,14,0,1,0.31,16.97723417545384,House,1.0,3.912023005428146,-0.35106382978723405,1.0
12781,37979048,90.0,5.0,Hounslow,W4 3RU,51.483540000000005,-0.27366,House,Entire home/apt,9,2.5,6.0,5.0,350.0,500.0,120.0,8,100.0,1,0,1,0.03,11.152994996907116,House,1.0,5.857933154483459,2.8404255319148937,1.0
